centroid_max,centroid_min,centroid_mean,centroid_std,centroid_kurtosis,centroid_skew,rmse_max,rmse_min,rmse_mean,rmse_std,rmse_kurtosis,rmse_skew,contrast_max,contrast_min,contrast_mean,contrast_std,contrast_kurtosis,contrast_skew,mfcc_0_max,mfcc_0_min,mfcc_0_mean,mfcc_0_std,mfcc_0_kurtosis,mfcc_0_skew,tempo,genre
5514.393290702147,1789.366579675705,3177.0447389081683,550.5144597405493,1.2768330243060655,0.8512716640436581,0.1901678,0.068967745,0.11558959,0.020466007,0.33584242314380486,0.7335798552199655,49.744174585556515,5.486980514729304,18.542235110048637,7.368882204810393,4.510000278833903,2.0991989559256905,94.32251,-193.55298,0.5953835,42.16469,4.380594774256971,-1.8378596660585345,[95.703125],0
5626.545398856925,1763.4654546078846,2850.2783916968733,450.4975746795576,7.135792670814398,1.8716433933952923,0.15207422,0.051751435,0.09683577,0.017309798,-0.5333478907139848,0.17452120235299498,53.176153747889394,6.074286276787565,20.07733080179495,9.658526541168113,1.5971357190806943,1.681416357934772,104.74969,-221.07957,-0.27501968,50.39378,4.586693670863362,-1.963454135787616,[151.99908088],0
4137.382285398738,1196.7514644244118,2147.0801618887385,394.5320481549493,3.5976550146199706,1.4755126104188145,0.2371199,0.04369409,0.13213763,0.028336978,0.3118965076702156,0.17360728018334676,49.75127615548846,4.113151046752678,20.463837332772474,9.301700346933039,1.1958056819532805,1.4996344724770725,163.07727,-261.92148,-0.740221,56.561096,2.06413078489196,-0.39694262058844837,[112.34714674],0
4141.8598350285065,1554.5717200619458,2700.6040109106134,411.3447421252823,-0.25694720134512083,0.12451357877042617,0.25172457,0.05202901,0.14865568,0.03603376,-0.5849544897685672,0.2895581352092701,52.638592751393915,4.9122216171250415,20.273637268227457,10.155203728741775,1.4290113804250595,1.6652012863740646,117.68354,-207.15868,1.3114481,47.34503,1.356640609077254,-0.8519180497698946,[99.38401442],0
6472.1525917473045,2069.514146661598,3357.3888663971707,548.5119769982149,1.316817968510417,0.6914188631667003,0.10393442,0.0029071632,0.06290325,0.013288296,3.169131050033437,-0.6765384624085741,47.57237705126647,5.052322281280847,18.49623165702928,8.577910225434932,2.1579732467960646,1.7479474174301528,96.96802,-444.72787,-3.0992417,55.87577,8.22007778094161,-2.7324350167544775,[135.99917763],0
4136.766512961714,1406.7646362274388,2394.541738065329,449.75418922258524,1.5746012432600942,0.9850795692945775,0.299507,0.04839076,0.11989605,0.04145657,3.2285378448427124,1.771135167102429,48.79546672519368,5.702659259552833,20.219726197663686,9.150270717120225,1.38340763112065,1.6048854734412852,138.18967,-249.76501,-1.9339434,56.447235,2.915148858450215,-1.0643898937176612,[151.99908088],0
6123.767270814202,1700.1224787074552,3158.7294903866255,608.8517622936714,2.0916873728268035,0.7952242455446867,0.087755665,0.02395693,0.050112057,0.01169505,0.07312132220766898,0.6297496107178135,58.518039971819896,3.5539601967747627,21.320651867784704,8.944528698868034,0.8685020039034006,1.336841454368687,114.06113,-309.5538,-7.042075,64.41995,6.074647878438391,-2.45398198260944,[123.046875],0
5649.2342485631425,1752.2100575275151,2903.7651390220085,502.86887320059077,4.72362277460738,1.3579239766558624,0.12951045,0.045021504,0.06854884,0.016864497,0.4157207002742025,1.2084387068917783,47.31277982634767,5.8568298841625595,19.75290534947654,9.267546736048667,1.2707773515646217,1.5480193164563893,112.30698,-254.01888,-4.8675857,56.69572,4.853201844852359,-2.097320301571147,[151.99908088],0
6356.241423381198,1166.2088676098979,2851.3944084704467,940.9439703689002,0.8713936328214209,0.9947528240577168,0.12976883,0.02553157,0.057690643,0.016821403,1.4830331281655296,1.1819837058646832,51.03251706879486,4.856130190092672,19.722754703918756,6.68944458235513,2.105840518718682,1.38944947086959,142.35382,-346.49985,-4.8227234,67.87256,7.0947096411408594,-2.602687920457885,[117.45383523],0
3545.496273908543,1096.9640242841142,2202.5572650305057,350.59430098338225,0.29678274529713145,0.20087881685824097,0.41395628,0.16686782,0.31171972,0.04085439,0.8191272869547208,-0.720123776815518,52.00452394459868,4.68683326966574,19.82393690273171,10.53933124546577,1.2371276098453965,1.6157415255370275,149.41513,-154.87886,7.580532,42.213753,1.1822459675378356,0.4914820287608971,[112.34714674],0
4959.204406211783,1986.5715051586283,3007.291571459462,369.29255422755676,0.19102316433089106,0.07216887786933,0.17724626,0.042539194,0.11755492,0.01676321,0.8976217752915132,0.15920613460201788,69.1404310998665,4.940929172481544,19.931911860798515,10.389841469153406,1.1674336521750437,1.579722072520475,118.66147,-224.09138,-1.776931,50.667847,1.9861826464949788,-0.8702121210811474,[129.19921875],0
3718.367994394065,1616.0222621005535,2674.8661534532093,229.42212726589878,0.7054183622334382,-0.2533327840945621,0.3282671,0.109914474,0.23027226,0.020778487,2.7410368616162906,-0.43404913084959584,65.72277575897112,5.011781899902585,20.460281288576272,10.875222863616255,1.2388096165227713,1.6013202375550482,126.146355,-174.62935,4.6969438,39.00831,0.13614797722614824,0.4054979270504848,[112.34714674],0
3890.9724624240735,1946.7176846747043,2755.769765848859,303.53689993115654,0.15637325685559977,0.5266340054938663,0.15505764,0.0662176,0.11384912,0.013972736,-0.16487619577576718,0.14217322646765734,51.730588156056754,5.461233029171652,20.06080059900715,9.966215720212475,1.1253753086320657,1.5548020516325267,118.155174,-208.98169,0.5914684,52.521786,1.9199752098840044,-1.0795843892631338,[123.046875],0
5281.353617268877,2163.089261217095,3021.6187973980414,359.96606209907486,2.0654005309656904,0.8849295062120227,0.13194942,0.0046976837,0.08582675,0.01533473,6.980324330971756,-1.4902852692130835,56.55053355892705,5.500208866098952,19.510057379158766,10.130394261054688,1.2474999630005321,1.6137085169497778,101.155205,-404.10236,-1.9692119,55.53342,4.382545727601732,-1.67504497077612,[135.99917763],0
3928.52974128592,1782.1959419858783,2824.2308889874057,330.15692508241705,0.3071692618147628,0.21224529099991604,0.13035303,0.003404615,0.07724451,0.016812714,4.430862554379282,-0.5727962673694164,47.73245444267684,3.410761855320952,20.78793128478304,9.059661034466979,1.0847959305150265,1.4773950988261673,117.454956,-490.106,-4.801309,64.20741,5.546341610897134,-1.9168540755370287,[151.99908088],0
4728.577349274174,2096.049426099501,2940.2972468932658,387.5685902269794,1.5954962633775285,0.8660365395845397,0.17765419,0.056484945,0.11025298,0.018224258,0.4374656594599937,0.5704800161247384,51.4313293850751,5.652113777680656,19.910002249067162,10.17943188420549,1.2028877511711595,1.6021330213161078,112.960556,-212.44122,-2.3203661,53.771893,2.7470077673578768,-1.213246193501314,[129.19921875],0
4267.6557549994195,1767.8200956026815,2714.4778891187584,398.8294227059205,1.2654255529814877,0.9515808690644946,0.4296345,0.122234344,0.26835474,0.050382998,0.1621935293696981,-0.4281090504173225,52.54437422829649,5.234488631050244,20.157032729248762,10.846781940977726,1.4935298942886348,1.651091040813587,128.1549,-116.41493,3.2302566,38.329815,0.04244746304159763,0.37314690553504176,[123.046875],0
